video_id,comment,clean_comment,sentiment_score,sentiment_label,complaint_score,severity_score,svd_1,svd_2
m9tHz3LPSfY,How many of the cars involved in the crash were stolen vehicles?,many car involved crash stolen vehicle,0.5,1,1,1.5,0.13425646556019252,-0.10109790152664115
m9tHz3LPSfY,2 down many more to go to clean up the street of Chicago,many go clean street chicago,0.3027777777777778,1,0,-0.3027777777777778,0.213391064934902,0.28143531804765604
m9tHz3LPSfY,"The violence is so bad in Chicago right now that the police cannot control the traffic,traffic violence is out of hand in Chicago,road rage,speeding, car jacking, people killing each other inside the cars everyday I’m a taxi cab driver it is scary driving in Chicago nowadays Justice for those who deserve it I believe is the proper wording because most of the people in the comment section do not pray so 😂",violence bad chicago right police cannot control traffic traffic violence hand chicago road rage speeding car jacking people killing inside car everyday im taxi cab driver scary driving chicago nowadays justice deserve believe proper wording people comment section pray,-0.10561224489795916,-1,4,8.105612244897959,0.3306555096767294,0.18281092228333815
m9tHz3LPSfY,"These comments are more  disturbing than the accident... Praying for the families which is more important than the Mayor, race or this being Chicago. 
MY GOD PEOPLE CAN'T STAY FOCUSED ON WHAT'S IMPORTANT.",comment disturbing accident praying family important mayor race chicago god people stay focused important,0.26,1,1,1.74,0.1800885094748561,0.17762382374458235
m9tHz3LPSfY,"I hate driving, especially on friday or holidays.",hate driving especially friday holiday,-0.4,-1,0,0.4,0.06826534749089094,-0.0333392035893621
m9tHz3LPSfY,A few days ago a man n a female die in car crash not that far from there as well. South side all that area cottage grove to stony island 47st to geees all the way indiana theres nothing but people driving reckless let alone all the hit n runs people commits out there in that area. Speed cameras will help some what control those crashes.,day ago man n female die car crash far well south side area cottage grove stony island st geees way indiana there nothing people driving reckless let alone hit n run people commits area speed camera help control crash,-0.03333333333333333,0,3,6.033333333333333,0.22550873422589343,-0.05462727553002954
m9tHz3LPSfY,"A stolen car? Anyone want to take a guess what groups responsible, again?",stolen car anyone want take guess group responsible,0.2,1,0,-0.2,0.11080688231283764,-0.07059155204162287
m9tHz3LPSfY,Reckless living if they ain't running each other over they're shooting each other,reckless living running shooting,-0.125,-1,1,2.125,0.02877137195348936,-0.0018614352093719398
m9tHz3LPSfY,"It seems like they drive like there at the race track, usually early evening and late night, I see them all the time, speeding and going thru red lights.. Our Mayor needs to be replaced immediately. She has let down all of Chicago, or should I say she has lost control..",seems like drive like race track usually early evening late night see time speeding going thru red light mayor need replaced immediately let chicago say lost control,-0.08888888888888889,-1,1,2.088888888888889,0.29647502332906667,0.04430968991095407
m9tHz3LPSfY,wtf the speed limit 500?,wtf speed limit,-0.5,-1,1,2.5,0.026515777612558897,-0.009376608308117925
m9tHz3LPSfY,Just up the street from my family,street family,0.0,0,0,0.0,0.06678879486367295,0.0043483896828825745
m9tHz3LPSfY,Come on you know they don't act right over there that's the hood oh you know it old Larry Lightfoot say there's nothing bad going on over there they smoking joints on the corner more than half of them don't act right they just don't and then the ones that do have to suffer for it figure that one out,come know act right hood oh know old larry lightfoot say nothing bad going smoking joint corner half act right one suffer figure one,0.050793650793650814,1,1,1.9492063492063492,0.16779196172872266,-0.014881418866665717
m9tHz3LPSfY,Stronger Driving restrictions,stronger driving restriction,0.0,0,0,0.0,0.11506960675815717,-0.07562584431895936
m9tHz3LPSfY,Horrible way to spend the holidays... prayers and blessings to the families impacted!!!...,horrible way spend holiday prayer blessing family impacted,-1.0,-1,0,1.0,0.05086901963245349,-0.010478270384228047
m9tHz3LPSfY,Terrible news 😢 Pray for the families.,terrible news pray family,-1.0,-1,0,1.0,0.02978019170644082,0.0012969629563451407
m9tHz3LPSfY,People driving like A-holes because cops do not enforce the traffic laws.  Why be courtesy drivers if there are no consequences for bad behavior.,people driving like hole cop enforce traffic law courtesy driver consequence bad behavior,-0.6999999999999998,-1,2,4.7,0.25129527573874055,-0.0858404897948089
m9tHz3LPSfY,"The mayor is leading Chicago straight to the grave, and she really doesn't give damn.",mayor leading chicago straight grave really give damn,0.2,1,0,-0.2,0.14989447190752575,0.2437924311846236
m9tHz3LPSfY,I pray for the families.,pray family,0.0,0,0,0.0,0.026675655690958852,0.0034795430219419095
m9tHz3LPSfY,South Chicago has so many ways to kill.,south chicago many way kill,0.5,1,0,-0.5,0.17533835265460715,0.2697022494760517
m9tHz3LPSfY,B.lack.s don't belong in civilized society. They can't function.,b lack belong civilized society function,0.4,1,0,-0.4,0.005229274006322813,-0.0016344977226802168
m9tHz3LPSfY,Sorry for the innocent,sorry innocent,0.0,0,0,0.0,0.01625597773978887,-0.006929394105891969
m9tHz3LPSfY,Prayers for the innocent victims,prayer innocent victim,0.5,1,0,-0.5,0.015134398870932379,-0.005778350073653994
m9tHz3LPSfY,TURDS being TURDS,turd turd,0.0,0,0,0.0,0.0,0.0
m9tHz3LPSfY,People driving like they've lost their minds.,people driving like lost mind,0.0,0,0,0.0,0.254979933147256,-0.0884620551186388
m9tHz3LPSfY,Assholes driving too fucking fast,asshole driving fucking fast,0.2,1,1,1.8,0.07405905035281861,-0.04494208931216767
m9tHz3LPSfY,"Not even shocked. They drive like shit over in that jungle anyways.

Stay away from the hood. It does you no good.",even shocked drive like shit jungle anyways stay away hood good,-0.4166666666666667,-1,0,0.4166666666666667,0.22234046708318522,-0.05748264497261568
m9tHz3LPSfY,6 cars and I guarantee you none of them with insurance. Just saying.,car guarantee none insurance saying,0.0,0,0,0.0,0.09464182380097293,-0.08213127365240862
m9tHz3LPSfY,"Slow Down, Chicago!🍀🙏💐",slow chicago,-0.2277777777777778,-1,0,0.2277777777777778,0.20743023828409998,0.4426788626134068
m9tHz3LPSfY,"Awful anytime, but right before Thanksgiving... damn.",awful anytime right thanksgiving damn,-0.35714285714285715,-1,0,0.35714285714285715,0.056814809062377625,-0.0057453818937821775
m9tHz3LPSfY,People drive like distracted maniacs out there,people drive like distracted maniac,0.0,0,0,0.0,0.2598830014541973,-0.09065969605187231
m9tHz3LPSfY,Prayers to the victims😔🙏🏻,prayer victim,0.0,0,0,0.0,0.011569163586416147,-0.0036661056481840705
m9tHz3LPSfY,All that dumb as construction,dumb construction,-0.375,-1,0,0.375,0.016875594958442968,-0.006952453811885834
m9tHz3LPSfY,In a hurry for Thanksgiving or what?   Slow down and stay sober.,hurry thanksgiving slow stay sober,-0.11851851851851854,-1,0,0.11851851851851854,0.031146892539631994,-0.0001575813499428867
m9tHz3LPSfY,"My numbers 8 & 7
87th st 🚬💀🌀🥶",number th st,0.0,0,0,0.0,0.017963779803343814,-0.004576998211267288
zKsDaYCetKc,Only if that was Brandon Johnson JB pritzker kwame Roul and others including News media folks plus groups like ACLU NAACP etc instead 😤🤬👊🏽,brandon johnson jb pritzker kwame roul others including news medium folk plus group like aclu naacp etc instead,0.0,0,0,0.0,0.0869296681879587,-0.02019506543056248
zKsDaYCetKc,That car had to be speeding. That impact was significant.,car speeding impact significant,0.375,1,1,1.625,0.1515873143383908,-0.1371929450256058
zKsDaYCetKc,"How tragic, my sincere condolences to the families for their loss😢🙏",tragic sincere condolence family loss,-0.125,-1,0,0.125,0.024302766186985417,0.00023251676475558665
zKsDaYCetKc,Flipping idiots.,flipping idiot,-0.8,-1,0,0.8,0.026987152028579684,-0.016150554945049286
a2uS4NY4WBE,"The RIOTERS, not ""protestors"", need to be gassed and jailed for their violent assaults.",rioter protestors need gassed jailed violent assault,-0.8,-1,0,0.8,0.04971090513351592,-0.006047160626173773
a2uS4NY4WBE,You brought the fight. Suffer.  Your a idiot. Everything he cut makes sense.  Dems waste so much money. Why. Because they are idiots. Why was the border open? Why are we spending billions to support illegals.  Why should we support there girlfriends and children.  Why you idiots.,brought fight suffer idiot everything cut make sense dems waste much money idiot border open spending billion support illegals support girlfriend child idiot,-0.4000000000000001,-1,0,0.4000000000000001,0.05281449637433635,-0.008843910022380698
a2uS4NY4WBE,"Very rarely do you see civilian law enforcement ‘pit’ a vehicle in urban area, this indicates unprofessionalism at it’s worst.",rarely see civilian law enforcement pit vehicle urban area indicates unprofessionalism worst,-0.20333333333333334,-1,0,0.20333333333333334,0.08135179319173275,-0.00803038317337626
a2uS4NY4WBE,Run Hector run,run hector run,0.0,0,0,0.0,0.032550197727504816,-0.008742593510474184
a2uS4NY4WBE,This is America,america,0.0,0,0,0.0,0.02241619245946858,0.021900620608543312
a2uS4NY4WBE,They shouldn’t have ran they got what they had coming to them,shouldnt ran got coming,0.0,0,0,0.0,0.055818535070832676,-0.028453124228128727
a2uS4NY4WBE,"If they hadnt done nothing wrong why would they run? Only #crimials run from the police!
Great job #ICEgov #masa #maga #deport all #illegalaliens",hadnt done nothing wrong would run crimials run police great job icegov masa maga deport illegalaliens,0.10000000000000002,1,0,-0.10000000000000002,0.10577792737965744,-0.00530382113289925
a2uS4NY4WBE,"Everyone in the comment section seems to be allying with criminal's. You know what they say, ""birds of a feather""!",everyone comment section seems allying criminal know say bird feather,-0.5,-1,0,0.5,0.09633628738120169,-0.002872383164595771
a2uS4NY4WBE,"Civil War, Baby 😢",civil war baby,0.0,0,0,0.0,0.015434423141618766,-0.004891332566726959
a2uS4NY4WBE,I bet ICE just pays that extremely high complete insurance coverage when they rent the cars.  That criminals head bounced twice off the pavement and he still got up like it was nothing ..  I hope ICE is incorporating chase dogs for the runners...,bet ice pay extremely high complete insurance coverage rent car criminal head bounced twice pavement still got like nothing hope ice incorporating chase dog runner,0.13,1,0,-0.13,0.1769859864648322,-0.06542903517765461
a2uS4NY4WBE,We’re coming for ICE,coming ice,0.0,0,0,0.0,0.03658376434001764,0.0030401828406524077
a2uS4NY4WBE,"Ah, yes, because the multi-ton vehicle racing down a residential street through a 4-way stop, very luckily not flipping  from the PIT given the speed it was at, is definitely the way to keep everyone safe. I'm sure their policy definitely doesn't have something prohibiting them from engaging in a PIT above a certain speed or within a specific area such as, you know, a residential neighborhood. But yeah, keep cheering on state-sanctioned violence like an animal.",ah yes multi ton vehicle racing residential street way stop luckily flipping pit given speed definitely way keep everyone safe sure policy definitely something prohibiting engaging pit certain speed within specific area know residential neighborhood yeah keep cheering state sanctioned violence like animal,0.1129148629148629,1,1,1.8870851370851371,0.16422216996437974,-0.027335770677940175
a2uS4NY4WBE,I love law enforcement at work!!!,love law enforcement work,0.9765625,1,0,-0.9765625,0.08326714902135388,0.07656540700630582
a2uS4NY4WBE,Idk but they just be hella wanted if it’s that serious like come on you think I’ve agent drive around looking for Hollywood action,idk hella wanted serious like come think ive agent drive around looking hollywood action,-0.11666666666666665,-1,0,0.11666666666666665,0.1354247297256334,-0.04430403280463638
a2uS4NY4WBE,They were both illegals.,illegals,0.0,0,0,0.0,0.008208156273342643,0.004810580178815085
a2uS4NY4WBE,Did ya see the photo of the 2 scumbags ICE was going after....Eeeegads,ya see photo scumbags ice going eeeegads,0.0,0,0,0.0,0.09042855963077553,-0.004954949853216735
a2uS4NY4WBE,untrained and out of control ICE thugs....,untrained control ice thug,0.0,0,0,0.0,0.030981988610082053,0.007336966790481114
a2uS4NY4WBE,"Entire neighborhood must be criminals to attack law enforcement rather than the criminal occupants of that vehicle speeding to avoid arrest. Why didn’t these people of this neighborhood fight back like that in their own foreign nations before illegally coming to USA to break laws and cheat on taxes? You come here illegally which is a crime and commit crimes, or aid and abet such crimes, you deserve to be afraid of law enforcement!",entire neighborhood must criminal attack law enforcement rather criminal occupant vehicle speeding avoid arrest didnt people neighborhood fight back like foreign nation illegally coming usa break law cheat tax come illegally crime commit crime aid abet crime deserve afraid law enforcement,-0.17250000000000001,-1,1,2.1725,0.14111831516490647,-0.009868137459505103
a2uS4NY4WBE,Gee I wonder why all the occupants of the stolen vehicle rendered immobile by the ICE officer's pit maneuver all were so eager to run from the law?!,gee wonder occupant stolen vehicle rendered immobile ice officer pit maneuver eager run law,0.0,0,0,0.0,0.06653204430174332,-0.016076104425454284
a2uS4NY4WBE,"Illegal migrants broke the law by simply being here,we have a process to become legal. People standing by or throwing rocks and eggs at military officers will be arrested and charged. There's nothing the Governor can do ,he chose to turn his back on his citizens who pay taxes and these crimes will not be tolerated by American citizens.",illegal migrant broke law simply process become legal people standing throwing rock egg military officer arrested charged nothing governor chose turn back citizen pay tax crime tolerated american citizen,-0.06666666666666667,-1,0,0.06666666666666667,0.08965310280942568,-0.004203273700774018
a2uS4NY4WBE,Ice and the hateful trump regime must go.....stand your ground AMERICA....WE ARE WINNING AGAINST THIS EVIL,ice hateful trump regime must go stand ground america winning evil,-0.25,-1,0,0.25,0.0713124310364931,0.015417604482867078
a2uS4NY4WBE,"Chicago police don’t pursue bad guys, but ICE will. 🇺🇸",chicago police dont pursue bad guy ice,-0.6999999999999998,-1,1,2.6999999999999997,0.25043355080691565,0.2902759342725421
a2uS4NY4WBE,They must get a bounty,must get bounty,0.0,0,0,0.0,0.11414406127755578,-0.033204299433941264
a2uS4NY4WBE,Let's go ICE 🇺🇸. This is what I voted for! We want them all deported!✌️,let go ice voted want deported,0.0,0,0,0.0,0.09598248593647866,0.00770757897700962
a2uS4NY4WBE,That’s not the Federal Agents Trump sent to fight crime is it? He’s clearly making our city a complete clown show. Melt the ICE 🧊 send them back where they came from.,thats federal agent trump sent fight crime he clearly making city complete clown show melt ice send back came,0.06666666666666667,1,0,-0.06666666666666667,0.08425509898388979,0.020213106587472805
a2uS4NY4WBE,Good job with the Pitt maneuver stopping the criminals from harming innocent bystanders.,good job pitt maneuver stopping criminal harming innocent bystander,0.6,1,0,-0.6,0.07033808786184445,0.00366985198102814
a2uS4NY4WBE,Those agents should be arrested. There's a school over there. They're going to get someone killed.,agent arrested school going get someone killed,-0.2,-1,0,0.2,0.10238611373581866,-0.023057827316086223
UHV9em8rqD8,RIP 🙏,rip,0.0,0,0,0.0,0.015352758157470203,-0.004611339577949246
UHV9em8rqD8,Jesus 🙏🏽 That's a lot of damage.,jesus lot damage,0.0,0,0,0.0,0.022615453458214793,-0.0016605246191169541
UHV9em8rqD8,Praying,praying,0.0,0,0,0.0,0.004036492040284785,0.0003867655621990061
ilNmpI30KRU,my neice was the 19 girl that was the passenger in 1 of the cars,neice girl passenger car,0.0,0,0,0.0,0.11541514689814887,-0.09837388833618432
ilNmpI30KRU,"long live Miguel, 2004-2025
Gone too soon,
take life slowly, don’t race through life 
sending much love and prayers to anyone impacted by this fatal crash",long live miguel gone soon take life slowly dont race life sending much love prayer anyone impacted fatal crash,0.07159090909090908,1,1,1.928409090909091,0.13212653398512372,0.03582825089899942
ilNmpI30KRU,😂😂😂😂😂😂 mythbusters hahaha,mythbusters hahaha,0.2,1,0,-0.2,0.0,0.0
ilNmpI30KRU,MAY THEY ALL REST IN PEACE AND GOD PLEASE BE WITH THE FAMILY AND THE FRIENDS 💯🙏🙏🙏🙏🙏🙏🙏,may rest peace god please family friend,0.0,0,0,0.0,0.04510407358906236,-0.003694919947333456
ilNmpI30KRU,"Don't forget to tell the people they
Where illegals",forget tell people illegals,0.0,0,0,0.0,0.08951771867191552,-0.011944583265438376
ilNmpI30KRU,They come from driving fast like they always do all day long,come driving fast like always day long,0.07500000000000001,1,1,1.925,0.19850139889382823,-0.06157695036006339
ilNmpI30KRU,How sad 😢,sad,-0.5,-1,0,0.5,0.03379032735009769,-0.008685473074094712
ilNmpI30KRU,LLM,llm,0.0,0,0,0.0,0.0,0.0
ilNmpI30KRU,Rip my boy Miguel you’ll be remembered dog ❤️,rip boy miguel youll remembered dog,0.0,0,0,0.0,0.01680916820740008,-0.0013217411114142888
ilNmpI30KRU,They hit each other in the same kinda car,hit kinda car,-0.0625,-1,0,0.0625,0.13587261301416712,-0.11886352210727708
2tEMdnVNApY,Remember kids GTA is not real life,remember kid gta real life,-0.1,-1,0,0.1,0.07396165307590431,-0.0020895218607949635
2tEMdnVNApY,"I know he got some lumps, bumps, and bruises!",know got lump bump bruise,0.0,0,0,0.0,0.09330391545661554,-0.031455336905984274
2tEMdnVNApY,Yes they need the National Guard!!!,yes need national guard,0.0,0,0,0.0,0.0460297564929097,0.00276856316125523
2tEMdnVNApY,"Puts some big bumps on his head on the way to the perk lock-up, very big bumps. Say he fell down.",put big bump head way perk lock big bump say fell,-0.051851851851851864,-1,0,0.051851851851851864,0.05423970262132594,-0.008504819199634703
2tEMdnVNApY,wait a minute: the office investigating this is the Office of Police Accountability because the criminal was hurt?? chicago is cooked,wait minute office investigating office police accountability criminal hurt chicago cooked,-0.4,-1,1,2.4,0.10559507959694242,0.16030926043548163
2tEMdnVNApY,If the driver of the stolen ambulance is black he will be out of jail within a week 😮,driver stolen ambulance black jail within week,-0.13333333333333333,-1,0,0.13333333333333333,0.10485716889838641,-0.058786453222174496
2tEMdnVNApY,"I want to know if are they going to pay for the car that was hit? Because I know where I live, of the police shoot up your house they want fix the holes in it. Is the city going to fix that car? Chicago needs the national guard to come up there big time.",want know going pay car hit know live police shoot house want fix hole city going fix car chicago need national guard come big time,0.06818181818181818,1,0,-0.06818181818181818,0.26332076635746,0.04685974888942413
2tEMdnVNApY,Live in Illinois.  Why is this news?  I've been so numb to this! Chicago news will play it to TDS! Priztker trying to promote. Thanks Dem! It happens all the time - again a shooting in Chicago...,live illinois news numb chicago news play tds priztker trying promote thanks dem happens time shooting chicago,-0.18371212121212122,-1,0,0.18371212121212122,0.17930510780110667,0.2929806003175966
2tEMdnVNApY,"Personally, this is the first time that I've heard about an ambulance being stolen though it sounds like a crime that could have been committed very often like murder.",personally first time heard ambulance stolen though sound like crime could committed often like murder,0.15,1,0,-0.15,0.1966430276717339,-0.065412917558888
2tEMdnVNApY,Let’s go Brandon,let go brandon,0.0,0,0,0.0,0.08571613791653415,0.005666039030247139
2tEMdnVNApY,But fatazz Johnson and ptziker has it under control lol,fatazz johnson ptziker control lol,0.8,1,0,-0.8,0.045532333010018806,0.0027075936802770113
2tEMdnVNApY,"LaGhetto hospital, most likely a crack head took that ambo",laghetto hospital likely crack head took ambo,0.25,1,0,-0.25,0.01741909040582721,-0.003755190789777247
2tEMdnVNApY,💙🤍❤️Patrick ide 💙🤍❤️IDE Patrick N,patrick ide ide patrick n,0.0,0,0,0.0,0.0,0.0
2tEMdnVNApY,Too bad he didn’t steal a hearse…,bad didnt steal hearse,-0.6999999999999998,-1,1,2.6999999999999997,0.04789780856796386,0.001953295915849665
2tEMdnVNApY,No American Would Do This! That's why they won't say who it was.,american would say,0.0,0,0,0.0,0.08223510704998467,-0.009515821790766975
2tEMdnVNApY,"""Democrat"" life.",democrat life,0.0,0,0,0.0,0.05660905232964651,0.009223230180553639
2tEMdnVNApY,Mic is too hot,mic hot,0.25,1,0,-0.25,0.0,0.0
2tEMdnVNApY,Thank you.,thank,0.0,0,0,0.0,0.01203090192258089,0.0006781319762116026
2tEMdnVNApY,This is trumpleen real peace 🧘🦋💫,trumpleen real peace,0.2,1,0,-0.2,0.02732655263762549,0.0031789802446779906
2tEMdnVNApY,This guy has got to be one of the dumbest criminals of all time.,guy got one dumbest criminal time,0.0,0,0,0.0,0.16913125636869072,-0.02085790387134872
2tEMdnVNApY,He will be released within a couple hours I’m sure.,released within couple hour im sure,0.5,1,0,-0.5,0.03718416011537297,-0.0007269579643675704
2tEMdnVNApY,Question for a meddling judge. Is this excessive police conduct?,question meddling judge excessive police conduct,-0.25,-1,0,0.25,0.0363698022039706,0.004723856221050222
2tEMdnVNApY,GTA6 out now!,gta,0.0,0,0,0.0,0.017080582568558676,0.0010368003316816167
2tEMdnVNApY,Trying to get the US Marines to come in,trying get u marine come,0.0,0,0,0.0,0.11804028372450223,-0.03591290371837266
2tEMdnVNApY,Sadly Chicago has turned in a corrupted violent monsters illegals gang members the community continue to attack ICE AGENT.  CHICAGO MUST HAVE NATIONAL GUARDS MARINE TO HELP ICE CHICAGO IS INFESTED WITH ILLEGAL PEOPLE THATS WHAT SANCTUARY CITIES MAKE CRIMES VIOLENT PEOPLE WHO INTERFER.  WE NEED A CURFEW AND HAVE MILITARY CONTROL  ARREST PRIXTER AND BRANDON JOHNSON THEM OUT OF THE WAY THE STOP TELLING ILLEGALS WHERE ICE IS AT SO THE CROWD THEM IN.,sadly chicago turned corrupted violent monster illegals gang member community continue attack ice agent chicago must national guard marine help ice chicago infested illegal people thats sanctuary city make crime violent people interfer need curfew military control arrest prixter brandon johnson way stop telling illegals ice crowd,-0.4583333333333333,-1,0,0.4583333333333333,0.2417163948457896,0.247642384565156
2tEMdnVNApY,This is fake news ..... according to the idiot mayor and gov. of IL.,fake news according idiot mayor gov il,-0.65,-1,0,0.65,0.034883312665521846,0.007581261079090148
2tEMdnVNApY,GTA‼️,gta,0.0,0,0,0.0,0.017080582568558676,0.0010368003316816167
2tEMdnVNApY,SEE- The Chicago PD can do their jobs. They don’t need the military/National Guard!,see chicago pd job dont need military national guard,0.0,0,0,0.0,0.1805403256183963,0.20082926584974095
2tEMdnVNApY,Probation for 2 weeks.. community service for 1 hour.... paid rent and food for 10 yrs by social workers who sympathize over his desire to be an emergency worker but lacking skill..,probation week community service hour paid rent food yr social worker sympathize desire emergency worker lacking skill,0.03333333333333333,0,0,-0.03333333333333333,0.030446757888713122,-0.009688347296091434
2tEMdnVNApY,"release the perps conservative manifesto ...
so that we may understand why trump pardoned him",release perps conservative manifesto may understand trump pardoned,0.0,0,0,0.0,0.020942391401584864,0.0021693638874961322
2tEMdnVNApY,"How the hell do you steal an ambulance?????
Omg 🫢😦",hell steal ambulance omg,0.0,0,0,0.0,0.032695751308236716,-0.011575890830101892
2tEMdnVNApY,"So now they are stealing ambulances in Chicago ???
What`s next ???
Stealing hospital emergency room stretchers ?? 
What a great job that clown Mayor of Chicago is doing to public safety.",stealing ambulance chicago next stealing hospital emergency room stretcher great job clown mayor chicago public safety,0.26666666666666666,1,0,-0.26666666666666666,0.1443864429587848,0.23610338329266264
2tEMdnVNApY,"and today I saw 2 groups of criminal behavior in boston: A “Senior Citizen” black, scruffy man crashing out because I asked politely if he could move to the right; and then a group of illegal hotwheeler bikers, presumably illegal aliens,  obstructing and disrupting road traffic",today saw group criminal behavior boston senior citizen black scruffy man crashing asked politely could move right group illegal hotwheeler bikers presumably illegal alien obstructing disrupting road traffic,-0.2561904761904762,-1,3,6.2561904761904765,0.08045476786543483,-0.007373357847480741
2tEMdnVNApY,They needed the ambulance because orange clown is talking away everyone's health care.,needed ambulance orange clown talking away everyone health care,0.0,0,0,0.0,0.058779946605974485,-0.01816725572078759
2tEMdnVNApY,Chicago …what a great place too live😅,chicago great place live,0.8,1,0,-0.8,0.18923084631367856,0.3436791983127435
2tEMdnVNApY,If only Trump didn’t shut down the government.,trump didnt shut government,-0.07777777777777779,-1,0,0.07777777777777779,0.02352369916268809,-0.0003032953388612959
2tEMdnVNApY,"THAT IS NOT A STOLEN AMBULANCE,. IT'S CALLED SELF-SERVICE PARAMEDIC ING.😅😅😅😅",stolen ambulance called self service paramedic ing,0.0,0,0,0.0,0.036231661514641675,-0.0214417398949317
2tEMdnVNApY,BUTT MAYOR BRANDON JOHNSON SAYS THERE'S NO CRIME IN CHICAGO.😅😅😅😅,butt mayor brandon johnson say crime chicago,0.0,0,0,0.0,0.1517929312974461,0.2650377226189605
2tEMdnVNApY,This makes the news? It happens everyday in LA! SMH,make news happens everyday la smh,-0.25,-1,0,0.25,0.03783075202694029,-0.001263765627540027
2tEMdnVNApY,Create a distraction over there ..... check  .... rob a business over here ..... check  ...  all part of the plan 😅,create distraction check rob business check part plan,0.0,0,0,0.0,0.02435155239628808,0.00211281198442401
2tEMdnVNApY,You do know you're in Chicago don't you but yet you push against ice to do their job to get the criminals out you people got brain damage,know chicago yet push ice job get criminal people got brain damage,0.0,0,0,0.0,0.2463665474691679,0.13914410018094073
2tEMdnVNApY,This is exactly why everyone is running away for the city,exactly everyone running away city,0.25,1,0,-0.25,0.07330560327324367,0.021833170485543264
2tEMdnVNApY,The ambulance hit the police car head on and smashed it,ambulance hit police car head smashed,0.0,0,0,0.0,0.15687604250175674,-0.10136286220860369
2tEMdnVNApY,The police Officers drove their vehicle into the Ambulance saving the motorists ! ❤,police officer drove vehicle ambulance saving motorist,0.0,0,0,0.0,0.065115049494484,-0.014173314903296883
2tEMdnVNApY,"you sure this is real????  Java the tub and his butt buddy will tell you this never happened, was filming a new movie",sure real java tub butt buddy tell never happened filming new movie,0.27878787878787875,1,0,-0.27878787878787875,0.06818415242670609,-0.004804935642327446
2tEMdnVNApY,I wonder if he is 💩,wonder,0.0,0,0,0.0,0.012646992558938372,-0.00644385380303408
2tEMdnVNApY,I hope this crimal never gets out of prison!,hope crimal never get prison,0.0,0,0,0.0,0.11238725178350424,-0.02323270066915339
2tEMdnVNApY,"Someone should have yelled ""GUN""",someone yelled gun,0.0,0,0,0.0,0.043901776146468986,0.004692277059210526
2tEMdnVNApY,Where's the national guard?? Obviously they can't behave like rational human being species so treat them like feral animals,national guard obviously behave like rational human specie treat like feral animal,0.0,0,0,0.0,0.1624696792162131,-0.05469456193066722
2tEMdnVNApY,nothing to see here! Chicago is fineeeee everyone...,nothing see chicago fineeeee everyone,0.0,0,0,0.0,0.21530843854203308,0.3167835780437703
2tEMdnVNApY,So Crazy now a day.,crazy day,-0.6,-1,0,0.6,0.05932258104295095,0.010564438597197308
2tEMdnVNApY,"When you let police do their job, they arrest criminals.",let police job arrest criminal,-0.05,0,0,0.05,0.0821431586600699,0.004706881545146333
2tEMdnVNApY,90% sure that the guy wasn’t white because that would’ve definitely been released.,sure guy wasnt white wouldve definitely released,0.16666666666666666,1,0,-0.16666666666666666,0.0637993916046519,-0.015266873850799641
2tEMdnVNApY,That’s why we’ll never get GTA VI…,thats well never get gta vi,0.0,0,0,0.0,0.1392561504004364,-0.02296735106307418
2tEMdnVNApY,Thank the worthless Democrats for illegal people,thank worthless democrat illegal people,-0.65,-1,0,0.65,0.09823019149872972,-0.0075796213792110765
2tEMdnVNApY,This is a situation where the driver should have been shot on the spot,situation driver shot spot,0.0,0,0,0.0,0.08647069438955514,-0.054270692587418824
2tEMdnVNApY,Right on! Jail that criminal,right jail criminal,-0.04761904761904764,0,0,0.04761904761904764,0.06339193962180273,-0.004717409214093669
2tEMdnVNApY,Funny how by not identifying the scumbag everyone will assume correctly!,funny identifying scumbag everyone assume correctly,0.3125,1,0,-0.3125,0.03056824328714516,-0.005787318508415698
2tEMdnVNApY,They know to secure their emergency vehicles...... Very dangerous situation,know secure emergency vehicle dangerous situation,-0.19,-1,1,2.19,0.08710074332624256,-0.01790834639359675
2tEMdnVNApY,😮😮😮😮😮 This is insane 😲,insane,-1.0,-1,0,1.0,0.005973116966109114,-0.0009586001076476778
2tEMdnVNApY,Suspects identity is too racist to post thru the media. Why they never release the identity to viewers,suspect identity racist post thru medium never release identity viewer,0.0,0,0,0.0,0.03380230199134667,-0.0009784020365271907
2tEMdnVNApY,No checking in the back of the ambulance,checking back ambulance,0.0,0,0,0.0,0.06128236950553306,-0.027515238003278295
2tEMdnVNApY,thats a city of Cicero fire departments micu ambo. a city that borders chicago,thats city cicero fire department micu ambo city border chicago,0.0,0,0,0.0,0.22404905794861601,0.3048762360215918
2tEMdnVNApY,"Oh yeah but Pritzker, Johnson Says it's Safe in Chicago and Illinois but What is this happening right now in front of all of Us a Stolen Ambulance Which Holds All Kinds of Drugs .....🤔",oh yeah pritzker johnson say safe chicago illinois happening right front u stolen ambulance hold kind drug,0.39285714285714285,1,0,-0.39285714285714285,0.1446301249517841,0.12944483441361435
2tEMdnVNApY,Ice ice baby,ice ice baby,0.0,0,0,0.0,0.03801748422314616,0.009145437667901076
2tEMdnVNApY,"For the civilian idiots, this is done for later use in terrorist attacks",civilian idiot done later use terrorist attack,-0.4,-1,0,0.4,0.03046853971738102,-0.009724025334028082
2tEMdnVNApY,Are you kidding me?! The lawlessness is out of control,kidding lawlessness control,0.0,0,0,0.0,0.02056894809173318,-0.0007088849278721768
